idh_ch,region_c,factor_ch,inc_total_ch,inc_proxy_ch,inc_proxy_ch_pc,inc_total_norm_ch_pc,shock,inc_after_shock,poor_before,poor_after,poor_new,afectados,P1_elegible,P2_elegible,P3_elegible,P4_elegible,P5_elegible,P6_elegible,P1_benef,P2_benef,P3_benef,P4_benef,P5_benef,P6_benef,P_benef,P_no_benef
169,mun3,150, $927.9 ," $1,074.6 ", $358.2 , $659.5 , $96.9 , $562.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
170,mun3,149, $381.3 , $494.8 , $99.0 , $182.2 , $86.8 , $95.4 ,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0
171,mun3,150," $1,470.5 "," $1,573.8 ", $393.4 , $724.4 , $99.4 , $625.0 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
172,mun3,149, $736.7 , $834.0 , $278.0 , $511.8 , $86.6 , $425.3 ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
173,mun3,150, $558.3 , $679.9 , $339.9 , $625.9 , $149.0 , $476.8 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
174,mun3,150, $764.2 , $815.4 , $271.8 , $500.4 , $101.8 , $398.6 ,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
175,mun3,148, $548.7 , $609.6 , $101.6 , $187.0 , $105.3 , $81.7 ,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1
176,mun3,149," $1,147.1 "," $1,217.9 ", $243.6 , $448.4 , $74.1 , $374.3 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
177,mun3,101, $434.2 , $518.6 , $172.9 , $508.0 , $84.5 , $423.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
178,mun3,101, $636.3 , $740.9 , $370.5 ," $1,088.8 ", $113.5 , $975.3 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
179,mun3,101, $477.5 , $590.2 , $147.5 , $433.6 , $115.3 , $318.3 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
180,mun3,102, $862.5 , $960.5 , $320.2 , $940.9 , $86.6 , $854.3 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
181,mun3,101, $250.0 , $340.3 , $68.1 , $200.0 , $117.7 , $82.3 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
182,mun3,100, $741.7 , $786.0 , $262.0 , $770.0 , $98.6 , $671.4 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
183,mun3,100, $102.5 , $209.7 , $209.7 , $616.4 , $93.8 , $522.6 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
184,mun3,101, $325.0 , $421.5 , $210.8 , $619.4 , $122.8 , $496.6 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
185,mun3,101, $171.7 , $315.2 , $157.6 , $463.2 , $105.1 , $358.1 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
186,mun3,101, $75.0 , $166.9 , $55.6 , $163.5 , $80.7 , $82.8 ,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
187,mun3,101, $525.0 , $701.1 , $175.3 , $515.1 , $55.1 , $460.0 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
188,mun3,126, $156.0 , $272.7 , $136.3 , $400.7 , $82.7 , $318.0 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
189,mun3,125, $318.0 , $437.7 , $109.4 , $321.6 , $74.4 , $247.2 ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
190,mun3,126, $265.0 , $350.2 , $70.0 , $205.8 , $48.5 , $157.4 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
191,mun3,126, $357.5 , $508.6 , $127.2 , $373.7 , $71.5 , $302.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
192,mun3,126," $2,369.3 "," $2,488.1 ", $414.7 ," $1,218.7 ", $55.7 ," $1,163.1 ",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
193,mun3,126, $520.0 , $586.8 , $146.7 , $431.2 , $86.9 , $344.3 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
194,mun3,126, $500.0 , $600.0 , $300.0 , $881.7 , $86.0 , $795.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
195,mun3,127, $-   , $92.2 , $92.2 , $271.1 , $98.7 , $172.4 ,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
196,mun3,126," $1,853.3 "," $1,926.6 ", $321.1 , $943.7 , $95.6 , $848.1 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
197,mun3,125, $600.0 , $660.7 , $220.2 , $647.3 , $113.8 , $533.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
198,mun3,126, $809.7 , $861.0 , $287.0 , $843.5 , $141.9 , $701.6 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
199,mun3,125, $193.5 , $297.1 , $99.0 , $291.1 , $77.4 , $213.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
200,mun3,126, $651.3 , $743.0 , $247.7 , $727.9 , $87.8 , $640.1 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
201,mun3,140, $-   , $160.4 , $32.1 , $94.3 , $94.1 , $0.2 ,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0
202,mun3,140, $643.1 , $768.1 , $256.0 , $752.5 , $129.0 , $623.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
203,mun3,139, $120.0 , $197.1 , $65.7 , $193.1 , $102.1 , $91.0 ,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
204,mun3,139, $510.0 , $662.4 , $165.6 , $486.7 , $76.3 , $410.4 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
205,mun3,139, $40.0 , $123.8 , $41.3 , $121.2 , $79.3 , $41.9 ,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
206,mun3,139," $1,099.6 "," $1,190.9 ", $297.7 , $875.0 , $109.5 , $765.5 ,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
207,mun3,140, $-   , $137.5 , $45.8 , $134.7 , $85.7 , $49.0 ,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
208,mun3,141, $303.3 , $365.7 , $365.7 ," $1,074.7 ", $92.0 , $982.7 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
209,mun3,139, $352.0 , $448.2 , $224.1 , $658.7 , $101.2 , $557.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
210,mun3,141, $401.5 , $526.7 , $175.6 , $516.0 , $89.9 , $426.1 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
211,mun3,131, $543.4 , $638.4 , $127.7 , $375.2 , $79.3 , $295.9 ,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
212,mun3,130, $154.2 , $251.8 , $251.8 , $740.0 , $92.5 , $647.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
213,mun3,132, $282.5 , $364.2 , $91.1 , $267.6 , $78.1 , $189.6 ,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
214,mun3,132, $502.5 , $590.9 , $197.0 , $578.9 , $121.7 , $457.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
215,mun3,130, $200.7 , $343.1 , $114.4 , $336.1 , $119.0 , $217.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
216,mun3,132, $202.5 , $319.9 , $159.9 , $470.0 , $102.9 , $367.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
217,mun3,133, $850.0 , $940.1 , $235.0 , $690.7 , $94.8 , $595.9 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
218,mun3,133, $302.5 , $356.3 , $356.3 ," $1,047.2 ", $92.4 , $954.8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
219,mun3,131, $312.5 , $416.7 , $104.2 , $306.2 , $74.7 , $231.5 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
220,mun3,132, $503.5 , $640.3 , $160.1 , $470.4 , $88.5 , $382.0 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
221,mun3,131, $221.7 , $347.4 , $115.8 , $340.3 , $121.5 , $218.8 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
222,mun3,133, $90.0 , $209.4 , $209.4 , $615.3 , $93.7 , $521.6 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
223,mun3,220, $901.0 , $961.4 , $192.3 , $565.1 , $111.6 , $453.5 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
224,mun3,219," $1,045.6 "," $1,169.2 ", $389.7 ," $1,145.4 ", $87.3 ," $1,058.1 ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
225,mun3,219," $1,314.1 "," $1,406.9 ", $469.0 ," $1,378.3 ", $134.8 ," $1,243.4 ",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
226,mun3,220, $861.7 , $979.5 , $244.9 , $719.7 , $94.6 , $625.1 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
227,mun3,221, $422.5 , $539.7 , $90.0 , $264.4 , $113.2 , $151.2 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
228,mun3,220, $217.0 , $340.2 , $85.1 , $250.0 , $87.9 , $162.0 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
229,mun3,220," $1,129.8 "," $1,215.9 ", $304.0 , $893.4 , $105.7 , $787.6 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
230,mun3,219," $2,203.1 "," $2,258.6 ", $752.9 ," $2,212.6 ", $107.5 ," $2,105.1 ",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
231,mun3,219," $1,314.6 "," $1,394.6 ", $232.4 , $683.1 , $118.5 , $564.6 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
232,mun3,218, $856.6 , $959.3 , $239.8 , $704.8 , $109.9 , $594.9 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
233,mun3,219, $933.3 ," $1,003.5 ", $334.5 , $983.1 , $108.9 , $874.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
234,mun3,221, $888.3 , $986.4 , $246.6 , $724.8 , $85.0 , $639.7 ,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
235,mun3,81, $953.0 ," $1,105.5 ", $368.5 , $678.5 , $131.2 , $547.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
236,mun3,82, $957.5 ," $1,110.4 ", $277.6 , $511.1 , $110.1 , $400.9 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
237,mun3,80, $322.5 , $445.3 , $222.6 , $409.9 , $109.7 , $300.1 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
238,mun3,81, $230.0 , $331.7 , $110.6 , $203.6 , $81.6 , $122.0 ,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
239,mun3,81, $907.5 ," $1,027.4 ", $513.7 , $945.7 , $112.5 , $833.3 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
240,mun3,80, $297.5 , $349.8 , $174.9 , $322.0 , $98.8 , $223.2 ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
241,mun3,81," $1,379.1 "," $1,474.2 ", $368.6 , $678.5 , $99.5 , $579.1 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
242,mun3,80, $414.2 , $501.0 , $501.0 , $922.4 , $90.0 , $832.4 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
243,mun3,81, $332.5 , $457.7 , $152.6 , $280.9 , $119.2 , $161.7 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
244,mun3,81, $405.0 , $549.1 , $109.8 , $202.2 , $31.1 , $171.1 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
245,mun3,81, $7.5 , $132.8 , $26.6 , $48.9 , $89.5 , $(40.6),1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0
246,mun3,81," $1,916.7 "," $2,054.8 ", $293.5 , $540.4 , $88.0 , $452.5 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
247,mun3,81, $891.4 , $968.4 , $322.8 , $594.3 , $89.4 , $504.8 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
248,mun3,80, $802.5 , $920.6 , $460.3 , $847.5 , $93.9 , $753.6 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
249,mun3,55, $368.7 , $454.6 , $113.6 , $209.2 , $77.2 , $132.0 ,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1
250,mun3,54, $692.5 , $740.4 , $148.1 , $272.6 , $146.7 , $125.9 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
251,mun3,54, $333.3 , $385.2 , $128.4 , $236.4 , $103.5 , $132.8 ,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
252,mun3,54, $285.8 , $368.4 , $368.4 , $678.2 , $51.0 , $627.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
253,mun3,55, $190.0 , $286.0 , $143.0 , $263.3 , $84.0 , $179.3 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
254,mun3,54," $1,612.5 "," $1,693.9 ", $338.8 , $623.7 , $117.1 , $506.6 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
255,mun3,55, $803.5 , $843.0 , $210.7 , $388.0 , $128.8 , $259.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
256,mun3,55," $1,573.7 "," $1,705.8 ", $341.2 , $628.1 , $116.6 , $511.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
257,mun3,55, $284.2 , $415.4 , $207.7 , $382.4 , $78.9 , $303.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
258,mun3,55, $204.0 , $322.6 , $322.6 , $594.0 , $132.0 , $462.0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
259,mun3,55, $390.0 , $487.0 , $487.0 , $896.6 , $82.3 , $814.3 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
260,mun3,55," $1,133.3 "," $1,216.2 ", $608.1 ," $1,119.5 ", $83.9 ," $1,035.7 ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
261,mun3,47, $230.0 , $316.7 , $158.3 , $291.5 , $90.5 , $201.0 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
262,mun3,47, $100.0 , $214.6 , $107.3 , $197.5 , $106.3 , $91.3 ,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
263,mun3,47, $110.8 , $256.1 , $128.1 , $235.8 , $87.1 , $148.7 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
264,mun3,47," $1,155.6 "," $1,298.5 ", $216.4 , $398.4 , $144.6 , $253.8 ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
265,mun3,47, $385.5 , $462.4 , $231.2 , $425.6 , $79.6 , $346.0 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
266,mun3,47, $200.0 , $308.0 , $77.0 , $141.7 , $84.3 , $57.4 ,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
267,mun3,47, $200.0 , $290.7 , $96.9 , $178.4 , $104.7 , $73.8 ,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
268,mun3,47, $12.5 , $142.5 , $71.3 , $131.2 , $91.4 , $39.8 ,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
269,mun3,47, $290.0 , $340.1 , $340.1 , $626.1 , $103.7 , $522.4 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
270,mun3,47, $22.5 , $124.0 , $62.0 , $114.2 , $73.4 , $40.7 ,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
271,mun3,47," $1,826.0 "," $1,929.7 ", $321.6 , $592.1 , $101.4 , $490.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
272,mun3,47," $1,701.7 "," $1,792.7 ", $358.5 , $660.1 , $123.3 , $536.8 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
273,mun3,47, $505.0 , $599.7 , $299.8 , $552.0 , $110.6 , $441.4 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
274,mun3,39, $208.0 , $329.8 , $164.9 , $303.6 , $69.9 , $233.7 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
275,mun3,39, $377.5 , $489.0 , $489.0 , $900.4 , $112.5 , $787.9 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
276,mun3,39," $1,035.4 "," $1,160.5 ", $580.2 ," $1,068.3 ", $102.7 , $965.6 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
277,mun3,39, $235.0 , $341.5 , $170.8 , $314.4 , $121.5 , $192.9 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
278,mun3,38, $852.2 , $976.6 , $488.3 , $899.0 , $100.1 , $798.9 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
279,mun3,38, $780.0 , $865.0 , $216.3 , $398.1 , $88.3 , $309.9 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
280,mun3,39, $202.5 , $296.7 , $148.3 , $273.1 , $103.6 , $169.5 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
281,mun3,39, $402.5 , $495.7 , $247.8 , $456.3 , $82.3 , $373.9 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
282,mun3,38, $-   , $133.4 , $44.5 , $81.9 , $96.3 , $(14.4),1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0
283,mun3,38," $1,108.5 "," $1,223.8 ", $305.9 , $563.3 , $120.7 , $442.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
284,mun3,38, $202.5 , $308.8 , $308.8 , $568.5 , $107.2 , $461.3 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
285,mun3,40, $250.0 , $344.7 , $172.3 , $317.3 , $103.9 , $213.4 ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
286,mun3,40," $1,178.5 "," $1,245.3 ", $622.7 ," $1,146.4 ", $145.0 ," $1,001.4 ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
287,mun3,40," $1,210.0 "," $1,320.9 ", $330.2 , $608.0 , $106.7 , $501.3 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
288,mun3,39, $677.5 , $783.6 , $391.8 , $721.3 , $79.4 , $641.9 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
289,mun3,40, $-   , $130.6 , $65.3 , $120.2 , $88.7 , $31.5 ,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
290,mun3,40," $1,590.0 "," $1,690.9 ", $422.7 , $778.3 , $124.6 , $653.6 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
291,mun3,39, $501.7 , $613.0 , $613.0 ," $1,128.6 ", $74.6 ," $1,054.0 ",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
292,mun3,40, $500.0 , $575.7 , $575.7 ," $1,059.8 ", $97.4 , $962.4 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
293,mun3,40, $900.0 , $936.5 , $187.3 , $344.8 , $127.9 , $216.9 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
294,mun3,40," $1,226.4 "," $1,272.7 ", $424.2 , $781.0 , $87.2 , $693.8 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
295,mun3,40, $505.0 , $610.0 , $305.0 , $561.5 , $122.7 , $438.8 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
296,mun3,40, $962.5 ," $1,079.6 ", $179.9 , $331.3 , $98.5 , $232.8 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
297,mun3,38, $-   , $173.5 , $86.8 , $159.7 , $102.8 , $56.9 ,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
298,mun3,38, $971.7 ," $1,029.8 ", $257.4 , $474.0 , $104.7 , $369.3 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
299,mun3,38, $282.5 , $424.5 , $106.1 , $195.4 , $97.6 , $97.7 ,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
300,mun3,37, $782.5 , $885.6 , $295.2 , $543.5 , $127.5 , $416.0 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
301,mun3,38, $696.3 , $762.6 , $254.2 , $468.0 , $100.5 , $367.4 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
302,mun3,38," $2,060.0 "," $2,155.9 ", $539.0 , $992.3 , $92.0 , $900.3 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
303,mun3,37, $888.1 ," $1,010.3 ", $336.8 , $620.0 , $74.4 , $545.6 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
304,mun3,37, $530.0 , $613.4 , $87.6 , $161.3 , $124.3 , $37.0 ,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
305,mun3,37, $116.7 , $206.6 , $206.6 , $380.3 , $117.2 , $263.1 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
306,mun3,37, $70.0 , $164.0 , $54.7 , $100.6 , $90.3 , $10.4 ,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0
307,mun3,37, $700.0 , $807.8 , $807.8 ," $1,487.3 ", $119.7 ," $1,367.6 ",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
308,mun3,53, $150.0 , $262.0 , $131.0 , $241.2 , $99.3 , $141.9 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
309,mun3,53, $787.5 , $871.4 , $217.8 , $401.1 , $79.1 , $322.0 ,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
310,mun3,53, $220.0 , $287.6 , $95.9 , $176.5 , $125.9 , $50.6 ,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
311,mun3,53, $838.2 , $970.4 , $242.6 , $446.7 , $108.2 , $338.5 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
312,mun3,52, $-   , $56.9 , $56.9 , $104.8 , $104.9 , $(0.2),1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0
313,mun3,53, $570.0 , $657.9 , $219.3 , $403.7 , $82.8 , $320.9 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
314,mun3,53, $22.0 , $123.4 , $123.4 , $227.2 , $126.3 , $100.9 ,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
315,mun3,53, $105.0 , $211.7 , $70.6 , $129.9 , $76.7 , $53.3 ,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
316,mun3,53," $1,174.2 "," $1,249.2 ", $312.3 , $575.0 , $62.4 , $512.6 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
317,mun3,52, $50.0 , $133.9 , $133.9 , $246.4 , $99.8 , $146.6 ,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
318,mun3,52, $192.5 , $312.5 , $312.5 , $575.3 , $113.7 , $461.6 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
319,mun3,53, $2.5 , $120.8 , $120.8 , $222.3 , $132.6 , $89.8 ,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
320,mun3,55, $523.3 , $576.8 , $288.4 , $530.9 , $133.7 , $397.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
321,mun3,55, $252.5 , $335.1 , $335.1 , $616.9 , $108.1 , $508.8 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
322,mun3,55, $296.3 , $400.8 , $100.2 , $184.5 , $128.7 , $55.8 ,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
323,mun3,55, $216.7 , $305.3 , $101.8 , $187.4 , $90.7 , $96.7 ,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
324,mun3,55," $1,302.5 "," $1,361.4 ", $340.3 , $626.6 , $111.5 , $515.1 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
325,mun3,55," $1,094.2 "," $1,187.6 ", $197.9 , $364.4 , $94.9 , $269.5 ,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
326,mun3,55, $227.5 , $342.9 , $114.3 , $210.4 , $83.4 , $127.1 ,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
327,mun3,55, $465.8 , $580.2 , $145.1 , $267.1 , $107.7 , $159.4 ,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
328,mun3,55, $600.0 , $698.8 , $349.4 , $643.3 , $75.9 , $567.4 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
329,mun3,55," $1,250.0 "," $1,363.7 ", $454.6 , $836.9 , $97.7 , $739.2 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
330,mun3,54, $802.5 , $874.2 , $218.5 , $402.4 , $97.6 , $304.8 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
331,mun3,55, $672.5 , $754.8 , $377.4 , $694.9 , $125.3 , $569.6 ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
332,mun3,55, $372.5 , $494.4 , $494.4 , $910.2 , $89.9 , $820.3 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
333,mun3,41, $466.7 , $608.4 , $152.1 , $447.0 , $64.6 , $382.4 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
334,mun3,41, $857.5 , $944.8 , $472.4 ," $1,388.3 ", $107.9 ," $1,280.4 ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
335,mun3,41, $750.0 , $815.6 , $407.8 ," $1,198.6 ", $84.5 ," $1,114.1 ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
